Produkttyp,Valor,SIX Symbol,ISIN,Basiswert,Name,Fälligkeitsdatum,Währung,Geld,Brief
Constant Leverage,59979121,,CH0599791214,NASDAQ 100 Index,18x Long Faktor Zertifikat,Open End,CHF,6.679999828,6.699999809
Constant Leverage,59979120,,CH0599791206,Twitter Inc.,4x Long Faktor Zertifikat,Open End,CHF,4.170000076,4.190000057
Constant Leverage,59979119,,CH0599791198,AMD,8x Long Faktor Zertifikat,Open End,CHF,4.690000057,4.989999771
Constant Leverage,59979118,,CH0599791180,Barrick Gold,10x Long Faktor Zertifikat,Open End,CHF,6.75,7.25
Constant Leverage,59979117,,CH0599791172,Bayer,12x Long Faktor Zertifikat,Open End,CHF,5.599999905,5.75
Constant Leverage,59979116,,CH0599791164,Twitter Inc.,4x Short Faktor Zertifikat,Open End,CHF,6.079999924,6.110000134
Constant Leverage,59979115,,CH0599791156,Barrick Gold,8x Short Faktor Zertifikat,Open End,CHF,3.210000038,3.710000038
Constant Leverage,59979114,L5GLDU,CH0599791149,Barrick Gold,5x Long Faktor Zertifikat,Open End,CHF,5.43,5.73
Warrant mit Knock-Out,59975105,,CH0599751051,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,1.184000015,1.194000006
Warrant mit Knock-Out,59975104,,CH0599751044,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,1.138000011,1.148000002
Warrant mit Knock-Out,59975103,,CH0599751036,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.999000013,1.008999944
Warrant mit Knock-Out,59975102,,CH0599751028,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.950999975,0.961000025
Warrant mit Knock-Out,59975101,,CH0599751010,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.99000001,1
Warrant mit Knock-Out,59975100,,CH0599751002,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.861000001,0.870999992
Warrant mit Knock-Out,59975099,,CH0599750996,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.910000026,0.920000017
Warrant mit Knock-Out,59975098,,CH0599750988,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.768000007,0.777999997
Warrant mit Knock-Out,59975097,,CH0599750970,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.806999981,0.816999972
Warrant mit Knock-Out,59975096,,CH0599750962,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.67900002,0.68900001
Warrant mit Knock-Out,59975095,,CH0599750954,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.630999982,0.640999973
Warrant mit Knock-Out,59975094,,CH0599750947,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.670000017,0.680000007
Mini-Future,59975093,,CH0599750939,EUR/JPY,Short Mini-Future,Open End,CHF,2.148000002,2.150000095
Mini-Future,59975092,,CH0599750921,EUR/JPY,Short Mini-Future,Open End,CHF,1.976999998,1.978999972
Mini-Future,59975091,,CH0599750913,Silver oz./USD,Short Mini-Future,Open End,CHF,2.822999954,2.832999945
Mini-Future,59975090,,CH0599750905,Silver oz./USD,Short Mini-Future,Open End,CHF,2.640000105,2.650000095
Mini-Future,59975089,,CH0599750897,Silver oz./USD,Short Mini-Future,Open End,CHF,2.461999893,2.471999884
Mini-Future,59975088,,CH0599750889,Silver oz./USD,Short Mini-Future,Open End,CHF,2.469000101,2.479000092
Mini-Future,59975087,,CH0599750871,Silver oz./USD,Short Mini-Future,Open End,CHF,2.367000103,2.377000093
Mini-Future,59975086,,CH0599750863,Silver oz./USD,Short Mini-Future,Open End,CHF,2.286999941,2.296999931
Warrant mit Knock-Out,59975085,,CH0599750855,USD/JPY,Open End Turbo Call Warrant,Open End,CHF,0.240999997,0.241999999
Warrant mit Knock-Out,59975084,,CH0599750848,Platinum oz./USD,Open End Turbo Call Warrant,Open End,CHF,0.237000003,0.246999994
Warrant mit Knock-Out,59975083,,CH0599750830,Platinum oz./USD,Open End Turbo Call Warrant,Open End,CHF,0.222000003,0.231999993
Mini-Future,59975082,,CH0599750822,GBP/USD,Short Mini-Future,Open End,CHF,2.407999992,2.410000086
Mini-Future,59975081,,CH0599750814,GBP/USD,Short Mini-Future,Open End,CHF,0.305999994,0.307999998
Warrant mit Knock-Out,59975080,,CH0599750806,EUR/CHF,Open End Turbo Put Warrant,Open End,CHF,2.568000078,2.578000069
Warrant mit Knock-Out,59975079,,CH0599750798,GBP/USD,Open End Turbo Put Warrant,Open End,CHF,2.417999983,2.420000076
Warrant mit Knock-Out,59975078,,CH0599750780,GBP/USD,Open End Turbo Put Warrant,Open End,CHF,0.497999996,0.5
Warrant mit Knock-Out,59975077,,CH0599750772,GBP/USD,Open End Turbo Put Warrant,Open End,CHF,0.316000015,0.317999989
Warrant mit Knock-Out,59975076,,CH0599750764,GBP/USD,Open End Turbo Put Warrant,Open End,CHF,0.133000001,0.135000005
Mini-Future,59975075,,CH0599750756,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.275000006,0.284999996
Warrant mit Knock-Out,59975073,,CH0599750731,ASM Lithography,Open End Turbo Put Warrant,Open End,CHF,2.940000057,2.970000029
Warrant mit Knock-Out,59975072,,CH0599750723,ASM Lithography,Open End Turbo Put Warrant,Open End,CHF,2.710000038,2.74000001
Warrant mit Knock-Out,59975071,,CH0599750715,Anheuser-Busch InBev,Open End Turbo Put Warrant,Open End,CHF,0.098999999,0.188999996
Warrant mit Knock-Out,59975070,,CH0599750707,Total SE,Open End Turbo Put Warrant,Open End,CHF,0.105999999,0.136000007
Warrant mit Knock-Out,59975069,,CH0599750699,BNP Paribas,Open End Turbo Put Warrant,Open End,CHF,0.192000002,0.222000003
Warrant mit Knock-Out,59975067,,CH0599750673,Beiersdorf,Open End Turbo Put Warrant,Open End,CHF,0.301999986,0.351999998
Warrant mit Knock-Out,59975066,,CH0599750665,Bayer,Open End Turbo Put Warrant,Open End,CHF,0.324000001,0.344000012
Warrant mit Knock-Out,59975063,,CH0599750632,NVIDIA Corp,Open End Turbo Put Warrant,Open End,CHF,2.285000086,2.295000076
Warrant mit Knock-Out,59975062,,CH0599750624,NVIDIA Corp,Open End Turbo Put Warrant,Open End,CHF,1.475000024,1.485000014
Warrant mit Knock-Out,59975059,,CH0599750590,Visa,Open End Turbo Put Warrant,Open End,CHF,0.328999996,0.338999987
Warrant mit Knock-Out,59975057,,CH0599750574,Starbucks,Open End Turbo Put Warrant,Open End,CHF,0.402999997,0.412999988
Warrant mit Knock-Out,59975053,,CH0599750533,Pfizer,Open End Turbo Put Warrant,Open End,CHF,0.041000001,0.150000006
Warrant mit Knock-Out,59975046,,CH0599750467,3M,Open End Turbo Put Warrant,Open End,CHF,0.039000001,0.048999999
Warrant mit Knock-Out,59975037,,CH0599750376,Freeport McMoRan,Open End Turbo Put Warrant,Open End,CHF,0.246999994,0.256999999
Warrant mit Knock-Out,59975036,,CH0599750368,Freeport McMoRan,Open End Turbo Put Warrant,Open End,CHF,0.155000001,0.165000007
Warrant mit Knock-Out,59975032,,CH0599750327,eBay,Open End Turbo Put Warrant,Open End,CHF,0.250999987,0.261000007
Warrant mit Knock-Out,59975030,,CH0599750301,Walt Disney,Open End Turbo Put Warrant,Open End,CHF,0.621999979,0.632000029
Warrant mit Knock-Out,59975026,,CH0599750269,Baidu Inc,Open End Turbo Put Warrant,Open End,CHF,0.097000003,0.107000001
Warrant mit Knock-Out,59975022,,CH0599750228,Alibaba,Open End Turbo Put Warrant,Open End,CHF,0.587000012,0.597000003
Warrant mit Knock-Out,59975019,,CH0599750194,Amgen,Open End Turbo Put Warrant,Open End,CHF,0.030999999,0.041000001
Warrant mit Knock-Out,59975018,,CH0599750186,Barrick Gold,Open End Turbo Put Warrant,Open End,CHF,0.137999997,0.150000006
Warrant mit Knock-Out,59975017,,CH0599750178,Uber Technologies Inc,Open End Turbo Call Warrant,Open End,CHF,0.389999986,0.409999996
Warrant mit Knock-Out,59975016,,CH0599750160,Activision,Open End Turbo Call Warrant,Open End,CHF,0.379000008,0.398999989
Warrant mit Knock-Out,59975015,,CH0599750152,NVIDIA Corp,Open End Turbo Call Warrant,Open End,CHF,1.730000019,1.74000001
Warrant mit Knock-Out,59975014,,CH0599750145,NVIDIA Corp,Open End Turbo Call Warrant,Open End,CHF,1.258999944,1.269000053
Warrant mit Knock-Out,59975013,,CH0599750137,Twitter Inc.,Open End Turbo Call Warrant,Open End,CHF,0.165999994,0.175999999
Warrant mit Knock-Out,59975010,,CH0599750103,Tesla Inc,Open End Turbo Call Warrant,Open End,CHF,0.859000027,0.869000018
Warrant mit Knock-Out,59975009,,CH0599750095,Tesla Inc,Open End Turbo Call Warrant,Open End,CHF,0.493000001,0.503000021
Warrant mit Knock-Out,59975008,,CH0599750087,Tesla Inc,Open End Turbo Call Warrant,Open End,CHF,0.31099999,0.32100001
Warrant mit Knock-Out,59975007,,CH0599750079,Starbucks,Open End Turbo Call Warrant,Open End,CHF,0.284000009,0.294
Warrant mit Knock-Out,59975006,,CH0599750061,Starbucks,Open End Turbo Call Warrant,Open End,CHF,0.194000006,0.203999996
Warrant mit Knock-Out,59975005,,CH0599750053,PayPal,Open End Turbo Call Warrant,Open End,CHF,3.644999981,3.654999971
Warrant mit Knock-Out,59975004,,CH0599750046,PayPal,Open End Turbo Call Warrant,Open End,CHF,1.978999972,1.988999963
Warrant mit Knock-Out,59975003,,CH0599750038,PayPal,Open End Turbo Call Warrant,Open End,CHF,1.796000004,1.805999994
Warrant mit Knock-Out,59975002,,CH0599750020,Nike,Open End Turbo Call Warrant,Open End,CHF,0.384000003,0.393999994
Warrant mit Knock-Out,59975001,,CH0599750012,Netflix,Open End Turbo Call Warrant,Open End,CHF,0.189999998,0.200000003
Warrant mit Knock-Out,59975000,,CH0599750004,Newmont Goldcorp,Open End Turbo Call Warrant,Open End,CHF,1.088999987,1.098999977
Warrant mit Knock-Out,59974999,,CH0599749998,Newmont Goldcorp,Open End Turbo Call Warrant,Open End,CHF,0.81099999,0.82099998
Warrant mit Knock-Out,59974998,,CH0599749980,Newmont Goldcorp,Open End Turbo Call Warrant,Open End,CHF,0.632000029,0.64200002
Mini-Future,59974997,,CH0599749972,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.257999986,0.268000007
Mini-Future,59974996,,CH0599749964,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.239999995,0.25
Mini-Future,59974995,,CH0599749956,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.228,0.238000005
Mini-Future,59974994,,CH0599749949,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.218999997,0.229000002
Mini-Future,59974993,,CH0599749931,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.213,0.223000005
Mini-Future,59974992,,CH0599749923,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.203999996,0.214000002
Mini-Future,59974991,,CH0599749915,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.194999993,0.204999998
Mini-Future,59974990,,CH0599749907,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.185000002,0.194999993
Mini-Future,59974989,,CH0599749899,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.175999999,0.186000004
Mini-Future,59974988,,CH0599749881,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.164000005,0.173999995
Warrant mit Knock-Out,59974987,,CH0599749873,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.195999995,0.206
Warrant mit Knock-Out,59974986,,CH0599749865,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.184,0.194000006
Warrant mit Knock-Out,59974985,,CH0599749857,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.178000003,0.187999994
Warrant mit Knock-Out,59974984,,CH0599749840,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.169,0.179000005
Warrant mit Knock-Out,59974983,,CH0599749832,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.159999996,0.170000002
Warrant mit Knock-Out,59974982,,CH0599749824,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.150000006,0.159999996
Warrant mit Knock-Out,59974981,,CH0599749816,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.142000005,0.151999995
Warrant mit Knock-Out,59974980,,CH0599749808,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.131999999,0.142000005
Warrant mit Knock-Out,59974979,,CH0599749790,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.120999999,0.130999997
Warrant mit Knock-Out,59974978,,CH0599749782,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.114,0.123999998
Warrant mit Knock-Out,59974977,,CH0599749774,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.104999997,0.115000002
Warrant mit Knock-Out,59974976,,CH0599749766,Platinum oz./USD,Open End Turbo Put Warrant,Open End,CHF,0.096000001,0.105999999
Mini-Future,59974975,,CH0599749758,EUR/JPY,Long Mini-Future,Open End,CHF,0.266000003,0.268000007
Warrant mit Knock-Out,59974974,,CH0599749741,USD/CHF,Open End Turbo Call Warrant,Open End,CHF,1.953999996,1.955000043
Warrant mit Knock-Out,59974973,,CH0599749733,USD/CHF,Open End Turbo Call Warrant,Open End,CHF,0.214000002,0.215000004
Warrant mit Knock-Out,59974972,,CH0599749725,EUR/GBP,Open End Turbo Call Warrant,Open End,CHF,2.124000072,2.125999928
Warrant mit Knock-Out,59974971,,CH0599749717,EUR/GBP,Open End Turbo Call Warrant,Open End,CHF,0.143999994,0.145999998
Warrant mit Knock-Out,59974970,,CH0599749709,EUR/GBP,Open End Turbo Call Warrant,Open End,CHF,0.079999998,0.082000002
Warrant mit Knock-Out,59974969,,CH0599749691,EUR/CHF,Open End Turbo Call Warrant,Open End,CHF,0.221000001,0.231000006
Mini-Future,59974968,,CH0599749683,EUR/CHF,Short Mini-Future,Open End,CHF,2.552999973,2.572999954
Warrant mit Knock-Out,59974967,,CH0599749675,USD/CHF,Open End Turbo Put Warrant,Open End,CHF,0.152999997,0.153999999
Warrant mit Knock-Out,59974966,,CH0599749667,Bayer,Open End Turbo Put Warrant,Open End,CHF,0.214000002,0.233999997
Warrant mit Knock-Out,59796132,,CH0597961322,Microsoft,Open End Turbo Call Warrant,Open End,CHF,0.806999981,0.816999972
Warrant mit Knock-Out,59796131,,CH0597961314,Intel,Open End Turbo Call Warrant,Open End,CHF,0.234999999,0.245000005
Warrant mit Knock-Out,59796130,,CH0597961306,Goldman Sachs,Open End Turbo Call Warrant,Open End,CHF,0.119000003,0.128999993
Warrant mit Knock-Out,59796129,,CH0597961298,Alphabet Inc. C,Open End Turbo Call Warrant,Open End,CHF,2.566999912,2.576999903
Warrant mit Knock-Out,59796128,,CH0597961280,Alphabet Inc. C,Open End Turbo Call Warrant,Open End,CHF,2.364000082,2.374000072
Warrant mit Knock-Out,59796127,,CH0597961272,Alphabet Inc. C,Open End Turbo Call Warrant,Open End,CHF,0.736999989,0.746999979
Warrant mit Knock-Out,59796126,,CH0597961264,General Motors,Open End Turbo Call Warrant,Open End,CHF,0.481000006,0.490999997
Warrant mit Knock-Out,59796125,,CH0597961256,Freeport McMoRan,Open End Turbo Call Warrant,Open End,CHF,0.197999999,0.208000004
Warrant mit Knock-Out,59796124,,CH0597961249,Facebook,Open End Turbo Call Warrant,Open End,CHF,0.193000004,0.202999994
Warrant mit Knock-Out,59796120,,CH0597961207,Citigroup,Open End Turbo Call Warrant,Open End,CHF,0.389999986,0.400000006
Warrant mit Knock-Out,59796119,,CH0597961199,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.569999993,0.579999983
Warrant mit Knock-Out,59796118,,CH0597961181,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.477999985,0.488000005
Warrant mit Knock-Out,59796117,,CH0597961173,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.435000002,0.444999993
Warrant mit Knock-Out,59796116,,CH0597961165,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.344000012,0.354000002
Warrant mit Knock-Out,59796115,,CH0597961157,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.25,0.25999999
Warrant mit Knock-Out,59796114,,CH0597961140,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.206,0.216000006
Warrant mit Knock-Out,59796113,,CH0597961132,Baidu Inc,Open End Turbo Call Warrant,Open End,CHF,0.160999998,0.171000004
Warrant mit Knock-Out,59796112,,CH0597961124,Bank of America,Open End Turbo Call Warrant,Open End,CHF,0.086000003,0.100000001
Warrant mit Knock-Out,59796111,,CH0597961116,Amazon.com,Open End Turbo Call Warrant,Open End,CHF,0.495000005,0.504999995
Mini-Future,59796110,,CH0597961108,ASM Lithography,Short Mini-Future,Open End,CHF,3.980000019,4.010000229
Mini-Future,59796109,,CH0597961090,ASM Lithography,Short Mini-Future,Open End,CHF,3.75999999,3.789999962
Mini-Future,59796108,,CH0597961082,Total SE,Short Mini-Future,Open End,CHF,0.216000006,0.256000012
Mini-Future,59796107,,CH0597961074,Deutsche Bank,Short Mini-Future,Open End,CHF,0.071999997,0.082000002
Mini-Future,59796106,,CH0597961066,Deutsche Bank,Short Mini-Future,Open End,CHF,0.061000001,0.071000002
Mini-Future,59796105,,CH0597961058,Deutsche Bank,Short Mini-Future,Open End,CHF,0.050000001,0.059999999
Mini-Future,59796104,,CH0597961041,Bayer,Short Mini-Future,Open End,CHF,0.432999998,0.453000009
Mini-Future,59796103,,CH0597961033,Bayer,Short Mini-Future,Open End,CHF,0.324000001,0.344000012
Warrant mit Knock-Out,59796102,,CH0597961025,LVMH,Open End Turbo Call Warrant,Open End,CHF,9.06099987,9.151000023
Warrant mit Knock-Out,59796101,,CH0597961017,SAP SE,Open End Turbo Call Warrant,Open End,CHF,1.667999983,1.718000054
Warrant mit Knock-Out,59796100,,CH0597961009,Allianz,Open End Turbo Call Warrant,Open End,CHF,3.589999914,3.640000105
Warrant mit Knock-Out,59796097,,CH0597960977,NASDAQ 100 Index,Turbo Put Warrant,30.06.21,CHF,1.873000026,1.883000016
Warrant mit Knock-Out,59796089,,CH0597960894,NASDAQ 100 Index,Turbo Put Warrant,30.03.21,CHF,1.827000022,1.837000012
Warrant mit Knock-Out,59796081,,CH0597960811,Dow Jones Industrial Average Index,Turbo Put Warrant,30.06.21,CHF,0.493000001,0.503000021
Warrant mit Knock-Out,59796080,,CH0597960803,Dow Jones Industrial Average Index,Turbo Put Warrant,30.06.21,CHF,0.30399999,0.31400001
Warrant mit Knock-Out,59796078,,CH0597960787,Dow Jones Industrial Average Index,Turbo Put Warrant,30.03.21,CHF,0.481999993,0.492000014
Warrant mit Knock-Out,59796077,,CH0597960779,Dow Jones Industrial Average Index,Turbo Put Warrant,30.03.21,CHF,0.296999991,0.307000011
Warrant mit Knock-Out,59796075,,CH0597960753,DAX,Open End Turbo Call Warrant,Open End,CHF,7.704999924,7.714000225
Warrant mit Knock-Out,59796074,,CH0597960746,DAX,Open End Turbo Call Warrant,Open End,CHF,7.527999878,7.537000179
Warrant mit Knock-Out,59796064,,CH0597960647,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,12.79100037,12.80099964
Warrant mit Knock-Out,59796063,,CH0597960639,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,12.36200047,12.37199974
Warrant mit Knock-Out,59796062,,CH0597960621,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,11.84000015,11.85000038
Warrant mit Knock-Out,59796061,,CH0597960613,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,11.38300037,11.39299965
Warrant mit Knock-Out,59796060,,CH0597960605,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,10.93000031,10.93999958
Warrant mit Knock-Out,59796059,,CH0597960597,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,10.48900032,10.4989996
Warrant mit Knock-Out,59796058,,CH0597960589,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,10.02999973,10.03999996
Warrant mit Knock-Out,59796057,,CH0597960571,NASDAQ 100 Index,Turbo Call Warrant,30.06.21,CHF,9.661000252,9.670999527
Warrant mit Knock-Out,59796056,,CH0597960563,DAX,Turbo Call Warrant,18.06.21,CHF,7.909999847,7.919000149
Warrant mit Knock-Out,59796055,,CH0597960555,DAX,Turbo Call Warrant,18.06.21,CHF,7.68599987,7.695000172
Warrant mit Knock-Out,59796054,,CH0597960548,DAX,Turbo Call Warrant,18.06.21,CHF,7.577000141,7.585999966
Warrant mit Knock-Out,59796053,,CH0597960530,DAX,Turbo Call Warrant,19.03.21,CHF,7.78000021,7.789000034
Warrant mit Knock-Out,59796052,,CH0597960522,DAX,Turbo Call Warrant,19.03.21,CHF,7.570000172,7.578999996
Warrant mit Knock-Out,59796051,,CH0597960514,DAX,Turbo Call Warrant,19.03.21,CHF,7.464000225,7.47300005
Warrant mit Knock-Out,59796049,,CH0597960498,NASDAQ 100 Index,Open End Turbo Put Warrant,Open End,CHF,1.687000036,1.697000027
Warrant mit Knock-Out,59796041,,CH0597960415,Dow Jones Industrial Average Index,Open End Turbo Put Warrant,Open End,CHF,0.280000001,0.289999992
Mini-Future,59796039,,CH0597960399,DAX,Long Mini-Future,Open End,CHF,28.77199936,28.78100014
Mini-Future,59796038,,CH0597960381,DAX,Long Mini-Future,Open End,CHF,8.631999969,8.640999794
Warrant mit Knock-Out,59796037,,CH0597960373,DAX,Turbo Put Warrant,18.06.21,CHF,2.15899992,2.167999983
Warrant mit Knock-Out,59796036,,CH0597960365,DAX,Turbo Put Warrant,18.06.21,CHF,2.046000004,0
Warrant mit Knock-Out,59796035,,CH0597960357,DAX,Turbo Put Warrant,18.06.21,CHF,1.38499999,0
Warrant mit Knock-Out,59796034,,CH0597960340,DAX,Turbo Put Warrant,19.03.21,CHF,2.13499999,2.144000053
Warrant mit Knock-Out,59796033,,CH0597960332,DAX,Turbo Put Warrant,19.03.21,CHF,2.023000002,0
Warrant mit Knock-Out,59796032,,CH0597960324,DAX,Turbo Put Warrant,19.03.21,CHF,1.330000043,0
Mini-Future,59795915,TTSL9U,CH0597959151,Tesla Inc,Short Mini-Future,Open End,CHF,0.63,0.64
Mini-Future,59795913,TTSL6U,CH0597959136,Tesla Inc,Long Mini-Future,Open End,CHF,0.96,0.97
Mini-Future,59795912,TTSL5U,CH0597959128,Tesla Inc,Long Mini-Future,Open End,CHF,0.54,0.55
Mini-Future,59795911,GTOO1U,CH0597959110,Alphabet Inc. C,Long Mini-Future,Open End,CHF,2.28,2.29
Mini-Future,59795910,GTOLOU,CH0597959102,Barrick Gold,Long Mini-Future,Open End,CHF,0.81,0.82
Mini-Future,59795909,ATMZNU,CH0597959094,Amazon.com,Long Mini-Future,Open End,CHF,1.42,1.43
Mini-Future,59795908,ATMDMU,CH0597959086,AMD,Long Mini-Future,Open End,CHF,0.69,0.7
Warrant mit Knock-Out,59795907,TUSLOU,CH0597959078,Tesla Inc,Open End Turbo Put Warrant,Open End,CHF,0.54,0.55
Warrant mit Knock-Out,59795902,GUOLDU,CH0597959029,Barrick Gold,Open End Turbo Put Warrant,Open End,CHF,0.15,0.16
Warrant mit Knock-Out,59795900,BTAB9U,CH0597959003,Alibaba,Open End Turbo Put Warrant,Open End,CHF,0.22,0.23
Warrant mit Knock-Out,59795897,DUBKEU,CH0597958971,Deutsche Bank,Open End Turbo Call Warrant,Open End,CHF,0.29,0.3
Warrant mit Knock-Out,59795896,DUBKDU,CH0597958963,Deutsche Bank,Open End Turbo Call Warrant,Open End,CHF,0.2,0.25
Warrant mit Knock-Out,59795895,DUBKFU,CH0597958955,Deutsche Bank,Open End Turbo Put Warrant,Open End,CHF,0.67,0.68
Mini-Future,59795893,DTBKOU,CH0597958930,Deutsche Bank,Long Mini-Future,Open End,CHF,0.183,0.193
Mini-Future,59795892,DTBKNU,CH0597958922,Deutsche Bank,Long Mini-Future,Open End,CHF,0.114,0.124
Warrant mit Knock-Out,59795890,STX5CU,CH0597958906,Euro STOXX 50 Price Index,Open End Turbo Call Warrant,Open End,CHF,4.37,4.38
Warrant mit Knock-Out,59795889,STX5BU,CH0597958898,Euro STOXX 50 Price Index,Open End Turbo Call Warrant,Open End,CHF,1.95,1.96
Mini-Future,59795886,XTAUDU,CH0597958864,Gold,Short Mini-Future,Open End,CHF,1.12,1.13
Mini-Future,59795885,XTAUCU,CH0597958856,Gold,Short Mini-Future,Open End,CHF,1.03,1.04
Mini-Future,59795884,XTAUBU,CH0597958849,Gold,Short Mini-Future,Open End,CHF,0.94,0.95
Warrant mit Knock-Out,59795883,XSAGNU,CH0597958831,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,1.5,1.51
Warrant mit Knock-Out,59795882,XSAGMU,CH0597958823,Silver oz./USD,Open End Turbo Put Warrant,Open End,CHF,1.28,1.29
Mini-Future,59795881,XTAGAU,CH0597958815,Silver oz./USD,Short Mini-Future,Open End,CHF,2.8,2.81
Mini-Future,59795880,XSAG9U,CH0597958807,Silver oz./USD,Short Mini-Future,Open End,CHF,2.57,2.58
Mini-Future,59795879,ETURAU,CH0597958799,EUR/CHF,Short Mini-Future,Open End,CHF,1.06,1.07
Mini-Future,59795878,ESUR9U,CH0597958781,EUR/CHF,Short Mini-Future,Open End,CHF,0.96,0.97
Warrant mit Knock-Out,59795877,XSAU3U,CH0597958773,Gold,Open End Turbo Put Warrant,Open End,CHF,0.86,0.87
Warrant mit Knock-Out,59795876,XSAU2U,CH0597958765,Gold,Open End Turbo Put Warrant,Open End,CHF,0.77,0.78
Warrant mit Knock-Out,59795875,XSAU1U,CH0597958757,Gold,Open End Turbo Put Warrant,Open End,CHF,0.68,0.69
Warrant mit Knock-Out,59795874,XSAUOU,CH0597958740,Gold,Open End Turbo Put Warrant,Open End,CHF,0.59,0.6
Mini-Future,59795873,UTSDCU,CH0597958732,USD/CHF,Short Mini-Future,Open End,CHF,0.76,0.77
Mini-Future,59795872,XTPTJU,CH0597958724,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.38,0.39
Mini-Future,59795871,XTPTIU,CH0597958716,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.34,0.35
Mini-Future,59795870,XTPTHU,CH0597958708,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.33,0.34
Mini-Future,59795869,XTPTGU,CH0597958690,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.31,0.32
Mini-Future,59795868,XTPTFU,CH0597958682,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.29,0.3
Mini-Future,59795867,XTPTEU,CH0597958674,Platinum oz./USD,Short Mini-Future,Open End,CHF,0.27,0.28
Mini-Future,59795866,UTSDBU,CH0597958666,USD/CHF,Long Mini-Future,Open End,CHF,0.35,0.36
Mini-Future,59795355,,CH0597953550,S&P 500 Index,Long Mini-Future,Open End,CHF,3.051000118,3.061000109
Mini-Future,59795354,STPX3U,CH0597953543,S&P 500 Index,Long Mini-Future,Open End,CHF,2.87,2.88
Mini-Future,59795353,,CH0597953535,Tesla Inc,Long Mini-Future,Open End,CHF,0.878000021,0.898000002
Mini-Future,59795352,,CH0597953527,Tesla Inc,Long Mini-Future,Open End,CHF,0.699999988,0.720000029
Mini-Future,59795351,,CH0597953519,Tesla Inc,Long Mini-Future,Open End,CHF,0.58099997,0.601000011
Mini-Future,59795350,,CH0597953501,Netflix,Long Mini-Future,Open End,CHF,0.39199999,0.40200001
Mini-Future,59795344,,CH0597953444,Barrick Gold,Short Mini-Future,Open End,CHF,0.165000007,0.174999997
Mini-Future,59795342,,CH0597953428,Alibaba,Short Mini-Future,Open End,CHF,0.162,0.200000003
